book_name,book_Price,book_reviews,book_rating,book_date,book_discount,book_author
Learn Selenium: Build data-driven test frameworks for mobile and web applications with Selenium Web Driver 3,"3,100",12,4.4 out of 5 stars,18-Jul-19,(20% off),by Unmesh Gundecha and Carl Cocchiaro | 18 July 2019
"System Center 2016 Virtual Machine Manager Cookbook,: Design, configure, and manage an efficient virtual infrastructure with VMM in System Center 2016, 3rd Edition","3,100",5,3.7 out of 5 stars,21-Feb-18,(20% off),by EDVALDO ALESSANDRO CARDOSO and Roman Levchenko | 21 February 2018
Automata Theory Language & Computation | Third Edition | By Pearson,599,315,4.3 out of 5 stars,01-Jan-08,"Buy 2 get 5% off, Buy 3 + & get 10% off
Buy 2 get 5% off, Buy 3 + & get 10% off",by Hopcroft | 1 January 2008
Time Series Analysis with Python Cookbook: Over 75 practical recipes to develop your time series analysis and forecasting skills,"2,941",2,4.5 out of 5 stars,01-Jul-22,(20% off),by Tarek Atwan | 1 July 2022
Neo4j High Performance,"1,828",2,3.0 out of 5 stars,02-Mar-15,(20% off),by Sonal Raj | 2 March 2015
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition","2,464",61,4.3 out of 5 stars,29-Apr-21,(20% off),by Stefanie Molin and Ken Jee | 29 April 2021
"Practical Network Automation: A beginner's guide to automating and optimizing networks using Python, Ansible, and more, 2nd Edition","2,464",14,3.8 out of 5 stars,26-Dec-18,(20% off),by Abhishek Ratan | 26 December 2018
Learn C Programming -: A beginner's guide to learning the most powerful and general-purpose programming language with ease,"2,385",,,10-Jun-22,(20% off),by Jeff Szuhay | 10 June 2022
Performance Testing With JMeter 2.9,"2,464",8,3.1 out of 5 stars,26-Jul-13,(20% off),by Bayo Erinle | 26 July 2013
"Hands-On Web Scraping with Python: Perform advanced scraping operations using various Python libraries and tools such as Selenium, Regex, and others","2,226",27,4.0 out of 5 stars,15-Jul-19,(20% off),by Anish Chapagain | 15 July 2019
"React and React Native - Fourth Edition: Build cross-platform JavaScript applications with native power for the web, desktop, and mobile","2,386",6,4.1 out of 5 stars,27-May-22,(20% off),"by Adam Boduch , Roy Derks, et al. | 27 May 2022"
Learn React with TypeScript 3: Beginner's guide to modern React web development with TypeScript 3,"2,782",29,4.2 out of 5 stars,29-Nov-18,(20% off),by Carl Rippon | 29 November 2018
Packt die Badehosen ein!: Vier Bären-Abenteuer im Sommer,"1,301",,,03-Feb-22,(9% off),German Edition | by Ilona Giesen and Carola Mehring | 3 February 2022
"Hands-On Machine Learning with Microsoft Excel 2019: Build complete data analysis flows, from data collection to visualization","2,464",30,4.4 out of 5 stars,30-Apr-19,(20% off),by Julio Cesar Rodriguez Martino | 30 April 2019
"Clean Code in JavaScript: Develop reliable, maintainable, and robust JavaScript","2,226",33,4.5 out of 5 stars,20-Jan-20,(20% off),by James Padolsey | 20 January 2020
Workflow Automation with Microsoft Power Automate: Achieve digital transformation through business automation with minimal coding,"3,341",132,4.3 out of 5 stars,18-Sep-20,(20% off),by Aaron Guilmette | 18 September 2020
Mastering IOT: Build modern IoT solutions that secure and monitor your IoT infrastructure,"3,100",6,4.2 out of 5 stars,16-Apr-19,(20% off),by Colin Dow and Perry Lea | 16 April 2019
101 UX Principles: A definitive design guide,"3,984",49,4.3 out of 5 stars,31-Aug-18,(15% off),by Will Grant | 31 August 2018
Data Visualization: a successful design process,"1,828",19,3.9 out of 5 stars,26-Dec-12,(20% off),by Andy Kirk | 26 December 2012
Arduino for Kids: A cool guide to help kids develop robots and electronics,"2,226",8,3.7 out of 5 stars,23-Mar-17,(20% off),"by Priya Kuber, Rishi Gaurav Bhatnagar, et al. | 23 March 2017"
Kubernetes in Production Best Practices: Build and manage highly available production-ready Kubernetes clusters,"2,296",18,4.7 out of 5 stars,12-Feb-21,(18% off),by Aly Saleh and Murat Karslioglu | 12 February 2021
Image Processing with ImageJ,"1,828",8,3.4 out of 5 stars,23-Sep-13,(20% off),by Jose Maria MateosPerez and Javier Pascau | 23 September 2013
WiX 3.6: A Developer's Guide to Windows Installer XML,"2,970",42,4.2 out of 5 stars,17-Dec-12,(24% off),by Nick Ramirez | 17 December 2012
NumPy Essentials,"1,828",4,4.0 out of 5 stars,06-Jan-16,(20% off),by Leo (Liang-Huan) Chin and Tanmay Dutta | 6 January 2016
Serverless ETL and Analytics with AWS Glue: Your first one-stop reference guide on AWS Glue and its features,"2,943",1,5.0 out of 5 stars,02-Sep-22,(20% off),"by Vishal Pathak , Subramanya Vajiraya , et al. | 2 September 2022"
PHP 7 Programming Cookbook: Over 80 recipes that will take your PHP 7 web development skills to the next level!,"3,100",11,4.3 out of 5 stars,06-Jan-16,(20% off),by Doug Bierer | 6 January 2016
Android Application Security Essentials,"2,782",1,5.0 out of 5 stars,21-Aug-13,(20% off),by Pragati Ogal Rai | 21 August 2013
Burp Suite Cookbook: Practical recipes to help you master web penetration testing with Burp Suite,"2,782",33,4.7 out of 5 stars,01-Jan-18,(20% off),by Sunny Wear | 1 January 2018
"Python Data Science Essentials: A practitioner’s guide covering essential data science principles, tools, and techniques, 3rd Edition","2,782",6,5.0 out of 5 stars,28-Sep-18,(20% off),by Alberto Boschetti and Luca Massaron | 28 September 2018
(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,"5,995",717,4.7 out of 5 stars,15-Jul-21,"10% Off on SBI Cards
10% Off on SBI Cards","by Mike Chapple , James Michael Stewart, et al. | 15 July 2021"
"Mastering Swift 5: Deep dive into the latest edition of the Swift programming language, 5th Edition","2,226",94,4.2 out of 5 stars,30-Apr-19,(20% off),by Jon Hoffman | 30 April 2019
"Practical Site Reliability Engineering: Automate the process of designing, developing, and delivering highly reliable apps and services with SRE","2,464",,,30-Nov-18,(20% off),"by Pethuru Raj Chelliah, Shreyash Naithani, et al. | 30 November 2018"
"Node.js Design Patterns: Design and implement production-grade Node.js applications using proven patterns and techniques, 3rd Edition","3,418",201,4.6 out of 5 stars,29-Jul-20,(20% off),by Mario Casciaro and Luciano Mammino | 29 July 2020
Salesforce CPQ Implementation Handbook: Configure Salesforce CPQ products to close more deals and generate higher revenue for your business,"2,466",14,4.6 out of 5 stars,15-Apr-22,(20% off),by Madhu Ramanujan | 15 April 2022
"User Experience Mapping: Enhance UX with User Story Map, Journey Map and Diagrams","2,464",11,3.7 out of 5 stars,26-May-17,(20% off),by Peter W. Szabo | 26 May 2017
Mobile Test Automation with Appium,"2,465",12,3.8 out of 5 stars,30-Jun-17,(20% off),by Nishant Verma | 30 June 2017
Selenium Testing Tools Cookbook Second Edition,"2,782",20,4.3 out of 5 stars,01-Jan-15,(20% off),by Unmesh Gundecha | 1 January 2015
"Unity 2018 Augmented Reality Projects: Build four immersive and fun AR applications using ARKit, ARCore, and Vuforia","2,782",5,3.7 out of 5 stars,30-Jul-18,(20% off),by Jesse Glover | 30 July 2018
Mastering Azure Security: Keeping your Microsoft Azure workloads safe,"2,782",4,3.7 out of 5 stars,28-Apr-22,(20% off),"by Mustafa Toroman , Tom Janetscheck , et al. | 28 April 2022"
UiPath Administration and Support Guide: Learn industry-standard practices for UiPath program support and administration activities,"2,067",2,4.5 out of 5 stars,21-Oct-22,(20% off),by Arun Kumar Asokan | 21 October 2022
"Python Deep Learning: Exploring deep learning techniques and neural network architectures with PyTorch, Keras, and TensorFlow, 2nd Edition","2,464",10,4.4 out of 5 stars,16-Jan-19,(20% off),"by Ivan Vasilev , Daniel Slater, et al. | 16 January 2019"
"Implementing Check Point Firewall Solutions: Install, configure, deploy in production and administer Check Point Firewalls and Threat Prevention solutions on premises","3,260",3,5.0 out of 5 stars,09-Sep-22,(20% off),by Vladimir Yakovlev | 9 September 2022
"Python Machine Learning By Example: Build intelligent systems using Python, TensorFlow 2, PyTorch, and scikit-learn, 3rd Edition","2,226",56,4.5 out of 5 stars,30-Oct-20,(20% off),by Yuxi (Hayden) Liu | 30 October 2020
Machine Learning (in Python and R) For Dummies,618,450,4.4 out of 5 stars,01-Jan-16,Save 10% with coupon,by John Paul Mueller and Luca Massaron | 1 January 2016
Practical Real-time Data Processing and Analytics,"3,100",1,1.0 out of 5 stars,28-Sep-17,(20% off),by Shilpi Saxena and Saurabh Gupta | 28 September 2017
"Machine Learning Algorithms: Popular algorithms for data science and machine learning, 2nd Edition",999,13,4.4 out of 5 stars,01-Jan-18,(74% off),by Giuseppe Bonaccorso | 1 January 2018
JavaScript Projects for Kids,"1,590",1,5.0 out of 5 stars,06-Jan-16,(20% off),by Syed Omar Faruk Towaha | 6 January 2016
Hands-On Exploratory Data Analysis with R: Become an expert in exploratory data analysis using R packages,"1,829",6,3.7 out of 5 stars,31-May-19,(20% off),by Radhika Datar and Harish Garg | 31 May 2019
"Mastering Adobe Photoshop Elements 2020: Supercharge your image editing using the latest features and techniques in Photoshop Elements, 2nd Edition","2,782",36,4.3 out of 5 stars,30-Apr-20,(20% off),by Robin Nichols | 30 April 2020
"Applied Machine Learning Explainability Techniques: Best practices for making ML algorithms interpretable in the real-world applications using LIME, SHAP and others","2,704",17,5.0 out of 5 stars,29-Jul-22,(20% off),by Aditya Bhattacharya | 29 July 2022
"Linux Kernel Programming: A comprehensive guide to kernel internals, writing kernel modules, and kernel synchronization","2,703",75,4.6 out of 5 stars,19-Mar-21,(20% off),by Kaiwan N Billimoria | 19 March 2021
The The C# Workshop: Kickstart your career as a software developer with C#,"2,943",,,27-Sep-22,(20% off),"by Jason Hales, Almantas Karpavicius, et al. | 27 September 2022"
Parallel Programming with Python: Develop Efficient Parallel Systems Using the Robust Python Environment,"1,431",2,3.5 out of 5 stars,25-Jun-14,(20% off),by Jan Palach | 25 June 2014
Building Microservices with .NET Core,"2,782",15,3.7 out of 5 stars,14-Jun-17,(20% off),"by Gaurav Kumar Aroraa , Lalit Kale , et al. | 14 June 2017"
Machine Learning using Python,470,529,4.3 out of 5 stars,01-Jan-19,Save 10% with coupon,by Manaranjan Pradhan and U Dinesh Kumar | 1 January 2019
"Go for DevOps: Learn how to use the Go language to automate servers, the cloud, Kubernetes, GitHub, Packer, and Terraform","3,579",8,5.0 out of 5 stars,08-Jul-22,(20% off),by John Doak and David Justice | 8 July 2022
Designing Web APIs with Strapi: Get started with the Strapi headless CMS by building a complete learning management system API,"2,466",4,5.0 out of 5 stars,28-Feb-22,(20% off),by Khalid Elshafie and Mozafar Haider | 28 February 2022
"Mastering Qt 5: Create stunning cross-platform applications using C++ with Qt Widgets and QML with Qt Quick, 2nd Edition","2,782",45,4.6 out of 5 stars,27-Aug-18,(20% off),by Guillaume Lazar and Robin Penea | 27 August 2018
Spring MVC: Beginner's Guide -,"2,300",11,4.2 out of 5 stars,06-Jan-16,(20% off),by Amuthan Ganeshan | 6 January 2016
Hands-On Motion Graphics with Adobe After Effects CC: Develop your skills as a visual effects and motion graphics artist,"2,782",28,4.0 out of 5 stars,27-Apr-19,(20% off),by David Dodds | 27 April 2019
"Hands-On Mobile and Embedded Development with Qt 5: Build apps for Android, iOS, and Raspberry Pi with C++ and Qt","2,464",8,4.8 out of 5 stars,30-Apr-19,(20% off),by Lorn Potter | 30 April 2019
Python Data Science Essentials -: Learn the fundamentals of Data Science with Python,"2,200",4,4.1 out of 5 stars,28-Oct-16,(37% off),by Alberto Boschetti and Luca Massaron | 28 October 2016
Interactive Dashboards and Data Apps with Plotly and Dash: Harness the power of a fully fledged frontend web framework in Python ֠no JavaScript required,"3,100",30,4.3 out of 5 stars,21-May-21,(20% off),by Elias Dabbas | 21 May 2021
"React Projects: Build 12 real-world applications from scratch using React, React Native, and React 360","2,226",38,4.2 out of 5 stars,20-Dec-19,(20% off),by Roy Derks | 20 December 2019
"Spring 5 Design Patterns: Master efficient application development with patterns such as proxy, singleton, the template method, and more","1,800",77,3.9 out of 5 stars,06-Oct-17,(49% off),"by , Dinesh Rajput | 6 October 2017"
AI Blueprints: How to build and deploy AI business projects,"2,100",7,4.6 out of 5 stars,31-Dec-18,(32% off),by Dr. Joshua Eckroth | 31 December 2018
Machine Learning for Finance: Principles and practice for financial insiders,"2,464",6,3.1 out of 5 stars,30-May-19,(20% off),by Jannes Klaas | 30 May 2019
"Pragmatic Test-Driven Development in C# .NET: Test, design, and deploy testable and maintainable .NET applications using test-driven development","2,386",,,28-Oct-22,(20% off),by Adam Tibi | 28 October 2022
Django 4 for the Impatient: Learn the core concepts of Python web development with Django in one weekend,"1,749",1,5.0 out of 5 stars,24-Jun-22,(20% off),by Greg Lim and Daniel Correa | 24 June 2022
Selenium 2 Testing Tools: Beginner's Guide,"2,999",19,3.3 out of 5 stars,19-Oct-12,(40% off),by David Burns | 19 October 2012
Azure Data Engineering Cookbook -: Get well versed with different data engineering techniques with Azure data services using this recipe-based guide,"2,943",,,16-Sep-22,(20% off),by Nagaraj Venkatesan and Ahmad Osama | 16 September 2022
"Python Fundamentals: A practical guide for learning Python, complete with real-world projects for you to explore","1,510",17,4.5 out of 5 stars,31-Oct-18,(20% off),"by Ryan Marvin , Mark Ng’ang’a, et al. | 31 October 2018"
"Learning C# by Developing Games with Unity 2019: Code in C# and build 3D games with Unity, 4th Edition","2,464",135,4.5 out of 5 stars,30-Mar-19,(20% off),by Harrison Ferrone | 30 March 2019
"Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7, 2nd Edition","2,464",46,4.6 out of 5 stars,14-Jun-19,(20% off),by Steven F. Lott | 14 June 2019
"Hands-on Kubernetes on Azure: Use Azure Kubernetes Service to automate management, scaling, and deployment of containerized applications, 3rd Edition","3,100",12,4.8 out of 5 stars,17-May-21,(20% off),"by Nills Franssens, Shivakumar Gopalakrishnan , et al. | 17 May 2021"
"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3","2,941",41,4.3 out of 5 stars,12-Nov-20,(20% off),by Gary Smart | 12 November 2020
"Learning Tableau 2022 - Fifth Edition: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities","6,800",4,3.8 out of 5 stars,30-Jun-22,"10% Off on SBI Cards
10% Off on SBI Cards",by Joshua N. Milligan | 30 June 2022
Catalog F / Come-Packt Furniture Company,"1,132",,,08-Feb-18,(20% off),by Come-Packt Furniture Company | 8 February 2018
C++ Data Structures and Algorithm Design Principles: Leverage the power of modern C++ to build robust and scalable applications,"2,464",4,3.0 out of 5 stars,31-Oct-19,(20% off),"by John Carey, Shreyans Doshi, et al. | 31 October 2019"
Deep Learning from the Basics: Python and Deep Learning: Theory and Implementation,"2,305",5,4.2 out of 5 stars,08-Mar-21,(20% off),by Koki Saitoh | 8 March 2021
"Angular 6 by Example: Get up and running with Angular by building modern real-world web apps, 3rd Edition","3,199",7,3.5 out of 5 stars,22-Jun-18,(4% off),by Chandermani Arora and Kevin Hennessy | 22 June 2018
"Mastering Windows PowerShell Scripting: Automate and manage your environment using PowerShell Core 6.0, 3rd Edition","3,418",79,4.6 out of 5 stars,28-Feb-19,(20% off),by Chris Dent | 28 February 2019
Learn Python in 7 Days,"2,319.00",3,2.3 out of 5 stars,25-May-17,(17% off),by Mohit and Bhaskar N. Das | 25 May 2017
Hands-On Network Programming with C: Learn socket programming in C and write secure and optimized network code,"2,296",113,4.5 out of 5 stars,13-May-19,(18% off),by Lewis Van Winkle | 13 May 2019
Metasploit Penetration Testing Cookbook,"3,100",11,4.1 out of 5 stars,22-Jun-12,(20% off),by Abhinav Singh | 22 June 2012
Generative Adversarial Networks Projects: Build next-generation generative models using TensorFlow and Keras,"2,782",14,3.8 out of 5 stars,31-Jan-19,(20% off),by Kailash Ahirwar | 31 January 2019
Practical Data Science Cookbook -,"2,782",1,5.0 out of 5 stars,29-Jun-17,(20% off),"by Prabhanjan Tattar , Tony Ojeda, et al. | 29 June 2017"
SharePoint Architect's Planning Guide: Preparing your organization to get the most from the collaboration tools in Microsoft 365,"2,385",,,30-Aug-22,(20% off),by Patrick Tucker | 30 August 2022
"Mastering Kotlin: Learn advanced Kotlin programming techniques to build apps for Android, iOS, and the web","2,464",29,4.6 out of 5 stars,11-Oct-19,(20% off),by Nate Ebel | 11 October 2019
Salesforce.com Customization Handbook,"3,100",1,5.0 out of 5 stars,12-Sep-14,(20% off),by Rakesh Gupta and Sagar Pareek | 12 September 2014
Complete Virtual Reality and Augmented Reality Development with Unity: Leverage the power of Unity and become a pro at creating mixed reality applications,"3,100",14,4.2 out of 5 stars,17-Apr-19,(20% off),by Jesse Glover and Jonathan Linowes | 17 April 2019
Practical Internet of Things Security: Beat IoT security threats by strengthening your security strategy and posture against IoT vulnerabilities,"2,782",15,4.5 out of 5 stars,06-Jan-16,(20% off),by Brian Russell and Drew Van Duren | 6 January 2016
VMware Workstation - No Experience Necessary,589,8,3.9 out of 5 stars,23-Aug-13,(81% off),by Sander van Vugt | 23 August 2013
"Hands-On Serverless Applications with Go: Build real-world, production-ready applications with AWS Lambda","2,782",8,4.7 out of 5 stars,29-Aug-18,(20% off),by Mohamed Labouardy | 29 August 2018
Bioinformatics with Python Cookbook,"3,100",4,4.7 out of 5 stars,25-Jun-15,(28% off),by Tiago Antao | 25 June 2015
"Learning Continuous Integration with Jenkins: A beginner's guide to implementing Continuous Integration and Continuous Delivery using Jenkins 2, 2nd Edition","2,782",16,3.7 out of 5 stars,20-Dec-17,(20% off),by Nikhil Pathania | 20 December 2017
Mastering Machine Learning with R,"2,700",4,4.7 out of 5 stars,28-Oct-15,(31% off),by Cory Lesmeister | 28 October 2015
Tensorflow Machine Learning Cookbook: Over 60 practical recipes to help you master Google's TensorFlow machine learning library,799,15,3.8 out of 5 stars,01-Jan-17,(81% off),by Nick McClure | 1 January 2017
"Spring Security - Third Edition: Secure your web applications, RESTful services, and microservice architectures","3,100",15,4.2 out of 5 stars,28-Nov-17,(20% off),"by Mick Knutson, Robert Winch, et al. | 28 November 2017"
"React Design Patterns and Best Practices: Design, build and deploy production-ready web applications using standard industry practices, 2nd Edition","2,464",23,4.8 out of 5 stars,30-Mar-19,(20% off),by Carlos Santana Roldán | 30 March 2019
Agile Model-Based Systems Engineering Cookbook: Improve system development by applying proven recipes for effective agile systems engineering,"4,054",36,4.3 out of 5 stars,31-Mar-21,(20% off),by Bruce Powel Douglass | 31 March 2021
Hands-On Computer Vision with TensorFlow 2: Leverage deep learning to create powerful image processing apps with TensorFlow 2.0 and Keras,"2,226",49,4.1 out of 5 stars,30-May-19,(20% off),by Benjamin Planche and Eliot Andres | 30 May 2019
Hands-On Computer Vision with TensorFlow 2: Leverage deep learning to create powerful image processing apps with TensorFlow 2.0 and Keras,"2,226",49,4.1 out of 5 stars,30-May-19,(20% off),by Benjamin Planche and Eliot Andres | 30 May 2019
"Mastering JavaScript Functional Programming: Write clean, robust, and maintainable web and server code using functional JavaScript, 2nd Edition","2,226",36,4.4 out of 5 stars,24-Jan-20,(20% off),by Federico Kereki | 24 January 2020
Regression Analysis with R: Design and develop statistical nodes to identify unique relationships within data at scale,"2,464",8,4.4 out of 5 stars,31-Jan-18,(20% off),by Giuseppe Ciaburro | 31 January 2018
Julia 1.0 Programming Cookbook: Over 100 numerical and distributed computing recipes for your daily data science workﬂow,"2,782",5,2.6 out of 5 stars,29-Nov-18,(20% off),by Bogumił Kamiński and Przemysław Szufel | 29 November 2018
Expert C++: Become a proficient programmer by learning coding best practices with C++17 and C++20's latest features,"2,464",45,4.2 out of 5 stars,10-Apr-20,(20% off),by Vardan Grigoryan and Shunguang Wu | 10 April 2020
Angular Cookbook: Over 80 actionable recipes every Angular developer should know,"2,226",28,4.3 out of 5 stars,06-Aug-21,(20% off),by Muhammad Ahsan Ayaz and Najla Obaid | 6 August 2021
Getting Started with WebRTC,"2,067",8,3.8 out of 5 stars,25-Sep-13,(20% off),by Rob Manson | 25 September 2013
Minimal APIs in ASP.NET Core 6: Building a lightweight API for modern applications development,"2,138",,,28-Oct-22,(18% off),"by Andrea Tosato, Marco Minerva, et al. | 28 October 2022"
Hands-On System Programming with Go: Build modern and concurrent applications for Unix and Linux systems using Golang,"2,464",15,3.9 out of 5 stars,05-Jul-19,(20% off),by Alex Guerrieri | 5 July 2019
Gradle Essentials (Community Experience Distilled),"1,828",15,4.2 out of 5 stars,23-Dec-15,(20% off),by Kunal Dabir and Abhinandan | 23 December 2015
"Parallel Programming and Concurrency with C# 10 and .NET 6: A modern approach to building faster, more responsive, and asynchronous .NET applications using C#","2,385",2,5.0 out of 5 stars,31-Aug-22,(20% off),by Alvin Ashcraft | 31 August 2022
Flutter for Beginners: An introductory guide to building cross-platform mobile applications with Flutter and Dart 2,"2,226",37,4.1 out of 5 stars,12-Sep-19,(20% off),by Alessandro Biessek | 12 September 2019
"JavaScript from Beginner to Professional: Learn JavaScript quickly by building fun, interactive, and dynamic web apps, games, and pages","2,226",91,4.7 out of 5 stars,15-Dec-21,(20% off),"by Laurence Lars Svekis , Maaike van Putten , et al. | 15 December 2021"
Troubleshooting PostgreSQL,"1,828",7,4.3 out of 5 stars,30-Mar-15,(20% off),by Hans-Jurgen Schonig | 30 March 2015
The Data Wrangling Workshop: Create your own actionable insights using data from multiple raw sources,"2,226",12,4.6 out of 5 stars,29-Jul-20,(20% off),"by Brian Lipp , Shubhadeep Roychowdhury, et al. | 29 July 2020"
Supercharging Node.js Applications with Sequelize: Create high-quality Node.js apps effortlessly while interacting with your SQL database,"2,068",,,05-Sep-22,(20% off),by Daniel Durante | 5 September 2022
Beginning Java Data Structures and Algorithms: Sharpen your problem solving skills by learning core computer science concepts in a pain-free manner,"1,510",37,4.3 out of 5 stars,30-Jul-18,(20% off),by James Cutajar | 30 July 2018
"Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7, 2nd Edition","2,464",46,4.6 out of 5 stars,14-Jun-19,(20% off),by Steven F. Lott | 14 June 2019
"Blender 3D By Example: A project-based guide to learning the latest Blender 3D, EEVEE rendering engine, and Grease Pencil, 2nd Edition","2,226",146,4.5 out of 5 stars,29-May-20,(20% off),by Oscar Baechler and Xury Greer | 29 May 2020
"Serverless Analytics with Amazon Athena: Query structured, unstructured, or semi-structured data in seconds without setting up any infrastructure","3,100",,,19-Nov-21,(20% off),"by Anthony Virtuoso , Mert Turkay Hocanin , et al. | 19 November 2021"
"Hands-On Unity 2020 Game Development: Build, customize, and optimize professional games using Unity 2020 and C#","2,464",70,4.4 out of 5 stars,29-Jul-20,(20% off),by Nicolas Alejandro Borromeo | 29 July 2020
