book_name,book_ratings,book_number_of_reviews,book_price,book_discount,book_author,day,month,year,years_launched,keyword,keyword2
Lua Quick Start Guide: The easiest way to learn Lua programming,4.4,53,1828,20,by Gabor Szauer ,27,July,2018,4,['kivy interactive applications'],['kivy']
Kivy Blueprints,4.4,10,2782,20,by Mark Vasilkov ,31,January,2015,7,['3d printing designs'],['printing']
Kivy: Interactive Applications in Python,3.7,8,2226,20,by Roberto Ulloa ,25,September,2013,9,['data apache spark'],['datasets']
3D Printing Designs: Fun and Functional Projects,2,1,1899,17,by Joe Larson ,6,January,2016,6,['unreal engine scripting'],['ue4']
Frank Kane's Taming Big Data with Apache Spark and Python: Real-world examples to help you analyze large datasets with Apache Spark,3.9,38,2464,20,by Frank Kane ,30,June,2017,5,['mastering programming modern'],['programming']
"Unreal Engine 4.x Scripting with C++ Cookbook: Develop quality game components and solve scripting problems with the power of C++ and UE4, 2nd Edition",4.1,33,2464,20,"by John P. Doran , William Sherif, et al. ",29,March,2019,3,['java deep learning'],['predictive']
Mastering C++ Programming: Modern C++ 17 at your fingertips,3.6,6,2990,23,by Jeganathan Swaminathan ,1,September,2017,5,['practical programming'],['programming']
Java Deep Learning Essentials: Unlocking the next generation of predictive power,3.5,10,3027,22,by Yusuke Sugomori ,6,January,2016,6,['development bootstrap angularjs'],['angularjs']
Practical C Programming: Solutions for modern C developers to create efficient and well-structured programs,4.3,18,2227,20,by B. M. Harwani ,14,February,2020,2,['angular enterprise ready'],['angular']
Learning Web Development with Bootstrap and AngularJS,3.1,5,22537,0,by Stephen Radford ,30,May,2015,7,['projects spring mvc'],['webflux']
Angular 8 for Enterprise-Ready Web Applications -: Build and deliver production-grade and evergreen Angular apps at cloud-scale,4.2,56,2464,20,by Doguhan Uluca ,27,April,2020,2,['functional techniques kotlin'],['kotlin']
"Spring 5.0 Projects: Build seven web development projects with Spring MVC, Angular 6, JHipster, WebFlux, and Spring Boot 2",4.4,4,2782,20,by Nilang Patel ,28,February,2019,3,['design patterns kotlin'],['kotlin']
Functional Kotlin: Extend your OOP skills and implement Functional techniques in Kotlin and Arrow,4.1,8,3100,20,by Mario Arias and Rivu Chakraborty ,23,February,2018,4,['programming blueprints'],['blueprints']
"Hands-On Design Patterns with Kotlin: Build scalable applications using traditional, reactive, and concurrent design patterns in Kotlin",4.3,27,2782,20,by Alexey Soshin ,15,June,2018,4,['learn qt build'],['qml']
"Go Programming Blueprints - Second Edition: Build real-world, production-ready solutions in Go using cutting-edge technology and techniques",3.7,16,3100,20,by Mat Ryer ,1,January,2016,6,['practical ux design'],['ux']
"Learn Qt 5: Build modern, responsive cross-platform desktop applications with Qt, C++, and QML",3.5,10,2782,20,by Nicholas Sherriff ,9,February,2018,4,['spark cookbook'],['cookbook']
"Practical UX Design: A foundational yet practical approach to UX that delivers more creative, collaborative, holistic, and mature design solutions, regardless of your background or experience",4.2,10,2464,20,by Scott Faranello ,6,January,2016,6,['freeswitch cookbook'],['freeswitch']
Spark Cookbook,3.6,8,2782,20,by Rishi Yadav ,27,July,2015,7,['learn webassembly'],['webassembly']
FreeSWITCH Cookbook,4.8,6,1828,20,by Anthony Minessale ,23,February,2012,10,['cloud certification guide'],['gcp']
Learn WebAssembly: Build web applications with native performance using Wasm and C/C++,3.6,8,2600,26,by Mike Rourke ,25,September,2018,4,['services testing soapui'],['soapui']
"Professional Cloud Architect – Google Cloud Certification Guide: A handy guide to designing, developing, and managing enterprise-grade GCP cloud solutions",4.3,47,2535,18,by Konrad Cłapa and Brian Gerrard ,18,October,2019,3,['java ee development'],['java']
Web Services Testing with soapUI,3.4,20,3100,20,by Charitha Kankanamge ,26,October,2012,10,['servicenow application development'],['servicenow']
"Swift Protocol-Oriented Programming: Increase productivity and build faster applications with Swift 5, 4th Edition",4.3,21,1828,20,by Jon Hoffman ,28,June,2019,3,['middleware management oracle'],['middleware']
"Java EE 8 Development with Eclipse: Develop, test, and troubleshoot Java Enterprise applications rapidly with Eclipse, 3rd Edition",4.2,13,3100,20,by Ram Kulkarni ,29,June,2018,4,['deep learning pytorch'],['pytorch']
Servicenow Application Development: Transform the way you build apps for enterprises,4.1,16,3101,20,by Sagar Gupta ,1,January,2017,5,['python gui programming'],['tkinter']
Middleware Management with Oracle Enterprise Manager Grid Control 10g R5,3,1,375,21,by Debu Panda ,1,February,2006,16,['core visual studio'],['platform']
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python,5,4,2784,20,by Kunal Sawarkar ,29,April,2022,0,['serverless systems architecting'],['serverless']
Python GUI Programming - A Complete Reference Guide: Develop responsive and powerful GUI applications with PyQt and Tkinter,3.9,14,3100,20,by Alan D. Moore and B. M. Harwani ,24,June,2019,3,['pyspark scalable'],['pyspark']
"C# 7 and .NET Core: Modern Cross-Platform Development -: Create powerful cross-platform applications using C# 7, .NET Core, and Visual Studio 2017 or Visual Studio Code",4.2,15,2695,25,by Mark J. Price ,24,March,2017,5,['data structures algorithms'],['algorithms']
"Software Architecture Patterns for Serverless Systems: Architecting for innovation with events, autonomous services, and micro frontends",4.8,16,609,44,by John Gilbert and Ed Price ,30,July,2021,1,['opencv comprehensive guide'],['opencv']
Essential PySpark for Scalable Data Analytics: A beginner's guide to harnessing the power and ease of PySpark 3,4.4,11,2782,20,by Sreeram Nudurupati ,29,October,2021,1,['mastering active directory'],['domain']
C++ Data Structures and Algorithms: Learn how to write efficient code to build scalable and robust applications in C++,3.5,4,2782,20,by Wisnu Anggoro ,1,January,2018,4,['learning apache spark'],['spark']
"Mastering OpenCV 4: A comprehensive guide to building computer vision and image processing applications with C++, 3rd Edition",3.7,7,2782,20,by Roy Shilkrot and David Millán Escrivá ,27,December,2018,4,['devops culture'],['devops']
"Mastering Active Directory: Design, deploy, and protect Active Directory Domain Services for Windows Server 2022, 3rd Edition",4.9,29,3102,20,by Dishan Francis ,30,November,2021,1,['wireframing essentials'],['wireframing']
Learning Apache Spark 2,3.8,10,2782,20,by Muhammad Asif Abbasi ,28,March,2017,5,['mastering unity 2d'],['unity']
"DevOps Culture and Practice with OpenShift: Deliver continuous business value through people, processes, and technology",4,11,5565,20,"by Tim Beattie , Mike Hepburn, et al. ",23,August,2021,1,['high performance postgresql'],['postgresql']
Wireframing Essentials,3.8,12,1828,20,by Matthew J. Hamm ,24,January,2014,8,['odoo development skills'],['odoo']
Mastering Unity 2D Game Development,4,18,3418,20,by Simon Jackson ,26,August,2014,8,['microsoft dynamics ax'],['financial']
"Learning PostgreSQL 11: A beginner's guide to building high-performance PostgreSQL database solutions, 3rd Edition",3.7,22,2464,20,by Salahaldin Juba and Andrey Volkov ,31,January,2019,3,['scikit learn'],['scikit']
"Odoo 12 Development Essentials: Fast-track your Odoo development skills to build powerful business applications, 4th Edition",4.4,15,2782,20,by Daniel Reis ,28,December,2018,4,['qlikview developers cookbook'],['qlikview']
Microsoft Dynamics AX 2012 R3 Financial Management,3.5,12,3100,20,by Mohamed Aamer ,13,February,2015,7,['development using shiny'],['shiny']
Learning scikit-learn: Machine Learning in Python,3.5,13,2916,0,by Raul Garreta and Guillermo Moncecchi ,25,November,2013,9,['penetration testing kali'],['kali']
QlikView for Developers Cookbook,4.2,26,2782,20,by Stephen Redmond ,24,June,2013,9,['social media mining'],['social']
Web Application Development with R Using Shiny -,3.7,11,2464,20,by Chris Beeley ,6,January,2016,6,['api testing development'],['apis']
Web Penetration Testing with Kali Linux,4.1,18,3100,20,by Joseph Muniz and Aamir Lakhani ,25,September,2013,9,['infinispan data grid'],['infinispan']
Mastering Social Media Mining with Python: Unearth deeper insight from your social media data with advanced Python techniques for acquisition and analysis,4.7,8,2782,20,by Marco Bonzanini ,6,January,2016,6,['practical cybersecurity architecture'],['cybersecurity']
"API Testing and Development with Postman: A practical guide to creating, testing, and managing APIs for automated software testing",4.3,37,2942,20,by Dave Westerveld ,7,May,2021,1,['building enterprise javascript'],['kubernetes']
Infinispan Data Grid Platform Definitive Guide,5,2,2782,20,by Wagner Roberto dosSantos ,29,May,2015,7,['video editing fcp'],['fcp']
Practical Cybersecurity Architecture: A guide to creating and implementing robust designs for cybersecurity architects,4,31,2782,20,by Ed Moyle and Diana Kelley ,20,November,2020,2,['enterprise web development'],['code']
"Building Enterprise JavaScript Applications: Learn to build and deploy robust JavaScript applications using Cucumber, Mocha, Jenkins, Docker, and Kubernetes",4.6,10,2782,20,by Daniel Li ,29,September,2018,4,['python arcgis pro'],['arcpy']
Final Cut Pro Efficient Editing: A step-by-step guide to smart video editing with FCP 10.6,4.6,97,5008,20,by Iain Anderson ,30,October,2020,2,['cybersecurity beginner guide'],['cybersecurity']
Building Low-Code Applications with Mendix: Discover best practices and expert techniques to simplify enterprise web development,3.4,7,2782,20,"by Bryan Kenneweg , Imran Kasam , et al. ",26,February,2021,1,['python machine learning'],['learning']
"Python for ArcGIS Pro: Automate cartography and data analysis using ArcPy, ArcGIS API for Python, and pandas",4,9,3738,20,"by Silas Toms , William Parker, et al. ",22,April,2022,0,['data preprocessing python'],['preprocessing']
Cybersecurity: The Beginner's Guide: A comprehensive guide to getting started in cybersecurity,4.5,187,1828,20,by Dr. Erdal Ozkaya ,27,May,2019,3,['artificial intelligence infrastructure'],['ai']
"Python Machine Learning by Example: Implement machine learning algorithms and techniques to build intelligent systems, 2nd Edition",4.5,8,1987,20,by Yuxi (Hayden) Liu ,1,January,2019,3,['azure serverless computing'],['serverless']
Hands-On Data Preprocessing in Python: Learn how to effectively prepare data for successful data analytics,5,2,3102,20,by Roy Jafari ,21,January,2022,0,['tkinter gui application'],['tkinter']
The Artificial Intelligence Infrastructure Workshop: Build your own highly scalable and robust data storage systems that can support a variety of cutting-edge AI applications,5,1,2782,20,"by Chinmay Arankalle , Gareth Dwyer , et al. ",31,August,2020,2,['web animations visualizations'],['svg']
"Azure Serverless Computing Cookbook: Build and monitor Azure applications hosted on serverless architecture using Azure functions, 3rd Edition",4,3,3100,20,by Praveen Kumar Sreeram ,19,June,2020,2,['tkinter gui application'],['tkinter']
"Tkinter GUI Application Development Blueprints: Master GUI programming in Tkinter as you design, implement, and deliver 10 real-world applications",4,28,2782,20,by Bhaskar Chaudhary ,30,November,2015,7,['science algorithms week'],['algorithms']
"Mastering SVG: Ace web animations, visualizations, and vector graphics with HTML, CSS, and JavaScript",4,6,2782,20,by Rob Larsen ,21,September,2018,4,['365 customer engagement'],['crm']
"Tkinter GUI Application Development Blueprints: Build nine projects by working with widgets, geometry management, event handling, and more, 2nd Edition",4.4,12,2900,26,by Bhaskar Chaudhary ,20,March,2018,4,['artificial intelligence robotics'],['robotics']
"Data Science Algorithms in a Week: Top 7 algorithms for scientific computing, data analysis, and machine learning, 2nd Edition",3.9,8,2464,20,by Dávid Natingga ,31,October,2018,4,['simplify testing react'],['react']
"Implementing Microsoft Dynamics 365 Customer Engagement: Configure, customize, and extend Dynamics 365 CE in order to create effective CRM solutions",4.4,17,2464,20,by Mahender Pal ,6,March,2020,2,['flask django tensorflow'],['django']
Artificial Intelligence for Robotics: Build intelligent robots that perform human tasks using AI techniques,4.5,12,2490,22,by Francis X. Govers ,30,August,2018,4,['deep learning essentials'],['tensorflow']
Simplify Testing with React Testing Library: Create maintainable tests using RTL that do not break with changes,3.4,8,2226,20,by Scottie Crump ,14,May,2021,1,['mastering git'],['git']
"Hands-On Python Deep Learning for the Web: Integrating neural network architectures to build smart web apps with Flask, Django, and TensorFlow",5,3,2466,20,by Anubhav Singh and Sayak Paul ,15,May,2020,2,['machine learning opencv'],['opencv']
"R Deep Learning Essentials: A step-by-step guide to building deep learning models using TensorFlow, Keras, and MXNet, 2nd Edition",4.1,8,2464,20,by Mark Hodnett and Joshua F. Wiley ,24,August,2018,4,['driven design php'],['php']
Mastering Git,4.3,8,3100,20,by Jakub Narebski ,6,January,2016,6,['application development python'],['python']
Machine Learning for OpenCV: Intelligent image processing with Python,3.8,13,3100,20,by Michael Beyeler ,14,July,2017,5,['mastering windows presentation'],['presentation']
Domain-Driven Design in PHP: A Highly Practical Guide,4.4,24,2654,24,"by Carlos Buenosvinos, Christian Soronellas, et al. ",14,June,2017,5,['python internet things'],['iot']
